hanja,kor,radical,radical_name,stroke_count,level,rep_pron
雪,눈 설,雨,비 우,11,준6급,설
建,세울 건,廴,길게걸을 인,9,5급,건
光,빛 광,儿,어진사람 인,6,준6급,광
培,북돋울 배,土,흙 토,11,준3급,배
頗,자못 파,頁,머리 혈,14,3급,파
榮,영화 영,木,나무 목,14,준4급,영
豈,어찌 기,豆,콩 두,10,3급,기
稱,일컬을 칭,禾,벼 화,14,4급,칭
沿,물따라갈/따를 연,水,물 수,8,준3급,연
轉,구를 전,車,수레 거/차,18,4급,전
械,기계 계,木,나무 목,11,준3급,계
宅,집 택,宀,집 면,6,준5급,택
干,방패 간,干,방패 간,3,4급,간
討,칠 토,言,말씀 언,10,4급,토
名,이름 명,口,입 구,6,준7급,명
薦,천거할 천,艸,풀 초,17,3급,천
冊,책 책,冂,멀 경,5,4급,책
陳,베풀/묵을 진,阜,언덕 부,11,준3급,진
針,바늘 침,金,쇠 금|성 김,10,4급,침
麥,보리 맥,麥,보리 맥,11,준3급,맥
武,호반 무,止,그칠 지,8,준4급,무
奈,어찌 내,大,큰 대,8,3급,내
悲,슬플 비,心,마음 심,12,준4급,비
節,마디 절,竹,대 죽,15,준5급,절
毛,터럭 모,毛,털 모,4,준4급,모
溪,시내 계,水,물 수,13,준3급,계
楊,버들 양,木,나무 목,13,3급,양
前,앞 전,刀,칼 도,9,준7급,전
東,동녘 동,木,나무 목,8,8급,동
除,덜 제,阜,언덕 부,10,준4급,제
妻,아내 처,女,계집 녀,8,준3급,처
桃,복숭아 도,木,나무 목,10,준3급,도
嫌,싫어할 혐,女,계집 녀,13,3급,혐
伯,맏 백,人,사람 인,7,준3급,백
微,작을 미,彳,조금걸을 척,13,준3급,미
阿,언덕 아,阜,언덕 부,8,준3급,아
恒,항상 항,心,마음 심,9,준3급,항
滿,찰 만,水,물 수,14,준4급,만
掛,걸 괘,手,손 수,11,3급,괘
貸,빌릴/뀔 대,貝,조개 패,12,준3급,대
梅,매화 매,木,나무 목,11,준3급,매
簿,문서 부,竹,대 죽,19,준3급,부
周,두루 주,口,입 구,8,4급,주
旱,가물 한,日,날 일,7,3급,한
租,조세 조,禾,벼 화,10,준3급,조
朝,아침 조,月,달 월,12,6급,조
睡,졸음 수,目,눈 목,13,3급,수
燃,탈 연,火,불 화,16,4급,연
造,지을 조,辵,쉬엄쉬엄갈 착,11,준4급,조
遇,만날 우,辵,쉬엄쉬엄갈 착,13,4급,우
突,갑자기 돌,穴,굴 혈,9,준3급,돌
爲,하/할 위,爪,손톱 조,12,준4급,위
恐,두려울 공,心,마음 심,10,준3급,공
眠,잘 면,目,눈 목,10,준3급,면
陵,언덕 릉,阜,언덕 부,11,준3급,릉
美,아름다울 미,羊,양 양,9,6급,미
歌,노래 가,欠,하품 흠,14,7급,가
碧,푸를 벽,石,돌 석,14,준3급,벽
笛,피리 적,竹,대 죽,11,준3급,적
傲,거만할 오,人,사람 인,13,3급,오
怨,원망할 원,心,마음 심,9,4급,원
童,아이 동,立,설 립,12,준6급,동
破,깨뜨릴 파,石,돌 석,10,준4급,파
賣,팔 매,貝,조개 패,15,5급,매
畜,짐승 축,田,밭 전,10,준3급,축
裳,치마 상,衣,옷 의,14,준3급,상
般,가지/일반 반,舟,배 주,10,준3급,반
珠,구슬 주,玉,구슬 옥,10,준3급,주
同,한가지 동,口,입 구,6,7급,동
裏,속 리,衣,옷 의,13,준3급,리
刷,인쇄할 쇄,刀,칼 도,8,준3급,쇄
徒,무리 도,彳,조금걸을 척,10,4급,도
乎,어조사 호,丿,삐침 별,5,3급,호
貪,탐할 탐,貝,조개 패,11,3급,탐
從,좇을 종,彳,조금걸을 척,11,4급,종
隨,따를 수,阜,언덕 부,16,준3급,수
應,응할 응,心,마음 심,17,준4급,응
實,열매 실,宀,집 면,14,준5급,실
霜,서리 상,雨,비 우,17,준3급,상
展,펼 전,尸,주검 시,10,준5급,전
伏,엎드릴 복,人,사람 인,6,4급,복
促,재촉할 촉,人,사람 인,9,준3급,촉
眞,참 진,目,눈 목,10,준4급,진
上,윗 상,一,한 일,3,준7급,상
曆,책력 력,日,날 일,16,준3급,력
帳,장막 장,巾,수건 건,11,4급,장
懲,징계할 징,心,마음 심,19,3급,징
奮,떨칠 분,大,큰 대,16,준3급,분
酌,술부을/잔질할 작,酉,닭 유,10,3급,작
抵,막을 저,手,손 수,8,준3급,저
助,도울 조,力,힘 력,7,준4급,조
幅,폭 폭,巾,수건 건,12,3급,폭
訟,송사할 송,言,말씀 언,11,준3급,송
平,평평할 평,干,방패 간,5,준7급,평
來,올 래,人,사람 인,8,7급,래
觀,볼 관,見,볼 견|뵈올 현,25,준5급,관
樣,모양 양,木,나무 목,15,4급,양
紫,자줏빛 자,糸,실 사|가는실 멱,12,준3급,자
髮,터럭 발,髟,늘어질 표,15,4급,발
功,공 공,力,힘 력,5,준6급,공
