hanja,kor,radical,radical_name,stroke_count,level,rep_pron
歡,기쁠 환,欠,하품 흠,22,4급,환
日,날 일,日,날 일,4,8급,일
幽,그윽할 유,幺,작을 요,9,준3급,유
婦,며느리 부,女,계집 녀,11,준4급,부
奈,어찌 내,大,큰 대,8,3급,내
數,셈 수,攴,칠 복,15,7급,수
哉,어조사 재,口,입 구,9,3급,재
裁,옷마를 재,衣,옷 의,12,준3급,재
兒,아이 아,儿,어진사람 인,8,준5급,아
冊,책 책,冂,멀 경,5,4급,책
裕,넉넉할 유,衣,옷 의,12,준3급,유
潮,밀물/조수 조,水,물 수,15,4급,조
品,물건 품,口,입 구,9,준5급,품
意,뜻 의,心,마음 심,13,준6급,의
盟,맹세 맹,皿,그릇 명,13,준3급,맹
伸,펼 신,人,사람 인,7,3급,신
誇,자랑할 과,言,말씀 언,13,준3급,과
雨,비 우,雨,비 우,8,준5급,우
必,반드시 필,心,마음 심,5,준5급,필
筆,붓 필,竹,대 죽,12,준5급,필
部,떼 부,邑,고을 읍,11,준6급,부
叛,배반할 반,又,또 우,9,3급,반
象,코끼리 상,豕,돼지 시,12,4급,상
矯,바로잡을 교,矢,화살 시,17,3급,교
衛,지킬 위,行,다닐 행|항렬 항,15,준4급,위
逝,갈 서,辵,쉬엄쉬엄갈 착,11,3급,서
覺,깨달을 각,見,볼 견|뵈올 현,20,4급,각
吸,마실 흡,口,입 구,7,준4급,흡
酌,술부을/잔질할 작,酉,닭 유,10,3급,작
間,사이 간,門,문 문,12,준7급,간
支,지탱할 지,支,지탱할 지,4,준4급,지
抄,뽑을 초,手,손 수,7,3급,초
傷,다칠 상,人,사람 인,13,4급,상
凡,무릇 범,几,안석 궤,3,준3급,범
倍,곱 배,人,사람 인,10,5급,배
醉,취할 취,酉,닭 유,15,준3급,취
西,서녘 서,襾,덮을 아,6,8급,서
責,꾸짖을 책,貝,조개 패,11,준5급,책
囚,가둘 수,囗,에워쌀 위|나라 국,5,3급,수
佳,아름다울 가,人,사람 인,8,준3급,가
土,흙 토,土,흙 토,3,8급,토
放,놓을 방,攴,칠 복,8,준6급,방
談,말씀 담,言,말씀 언,15,5급,담
朗,밝을 랑,月,달 월,11,준5급,랑
伯,맏 백,人,사람 인,7,준3급,백
古,예 고,口,입 구,5,6급,고
操,잡을 조,手,손 수,16,5급,조
湖,호수 호,水,물 수,12,5급,호
摘,딸 적,手,손 수,14,준3급,적
儀,거동 의,人,사람 인,15,4급,의
皮,가죽 피,皮,가죽 피,5,준3급,피
福,복 복,示,보일 시,14,준5급,복
料,헤아릴 료,斗,말 두,10,5급,료
樹,나무 수,木,나무 목,16,6급,수
懲,징계할 징,心,마음 심,19,3급,징
奴,종 노,女,계집 녀,5,준3급,노
被,입을 피,衣,옷 의,10,준3급,피
郵,우편 우,邑,고을 읍,11,4급,우
推,밀 추,手,손 수,11,4급,추
泉,샘 천,水,물 수,9,4급,천
爲,하/할 위,爪,손톱 조,12,준4급,위
擧,들 거,手,손 수,18,5급,거
句,글귀 구,口,입 구,5,준4급,구
豆,콩 두,豆,콩 두,7,준4급,두
群,무리 군,羊,양 양,13,4급,군
礎,주춧돌 초,石,돌 석,18,준3급,초
歷,지날 력,止,그칠 지,16,준5급,력
提,끌 제,手,손 수,12,준4급,제
環,고리 환,玉,구슬 옥,17,4급,환
祀,제사 사,示,보일 시,8,준3급,사
快,쾌할 쾌,心,마음 심,7,준4급,쾌
燭,촛불 촉,火,불 화,17,3급,촉
布,베/펼 포|보시 보,巾,수건 건,5,준4급,포
黃,누를 황,黃,누를 황,12,6급,황
有,있을 유,月,달 월,6,7급,유
母,어미 모,毋,말 무,5,8급,모
拘,잡을 구,手,손 수,8,준3급,구
緯,씨 위,糸,실 사|가는실 멱,15,3급,위
彩,채색 채,彡,터럭 삼,11,준3급,채
堅,굳을 견,土,흙 토,11,4급,견
要,요긴할 요,襾,덮을 아,9,준5급,요
秒,분초 초,禾,벼 화,9,3급,초
柔,부드러울 유,木,나무 목,9,준3급,유
貨,재물 화,貝,조개 패,11,준4급,화
烈,매울 렬,火,불 화,10,4급,렬
叔,아재비 숙,又,또 우,8,4급,숙
德,큰 덕,彳,조금걸을 척,15,준5급,덕
矣,어조사 의,矢,화살 시,7,3급,의
聰,귀밝을 총,耳,귀 이,17,3급,총
助,도울 조,力,힘 력,7,준4급,조
殿,전각 전,殳,창 수,13,준3급,전
漂,떠다닐 표,水,물 수,14,3급,표
遇,만날 우,辵,쉬엄쉬엄갈 착,13,4급,우
塞,막힐 색|변방 새,土,흙 토,13,준3급,색
精,정할 정,米,쌀 미,14,준4급,정
鉛,납 연,金,쇠 금|성 김,13,4급,연
延,늘일 연,廴,길게걸을 인,7,4급,연
聯,연이을 련,耳,귀 이,17,준3급,련
銀,은 은,金,쇠 금|성 김,14,6급,은
去,갈 거,厶,사사 사,5,5급,거
君,임금 군,口,입 구,7,4급,군
關,관계할 관,門,문 문,19,준5급,관
村,마을 촌,木,나무 목,7,7급,촌
憤,분할 분,心,마음 심,15,4급,분
誕,낳을/거짓 탄,言,말씀 언,14,3급,탄
命,목숨 명,口,입 구,8,7급,명
丈,어른 장,一,한 일,3,준3급,장
源,근원 원,水,물 수,13,4급,원
賴,의뢰할 뢰,貝,조개 패,16,준3급,뢰
河,물 하,水,물 수,8,5급,하
代,대신할 대,人,사람 인,5,준6급,대
綱,벼리 강,糸,실 사|가는실 멱,14,준3급,강
貪,탐할 탐,貝,조개 패,11,3급,탐
如,같을 여,女,계집 녀,6,준4급,여
從,좇을 종,彳,조금걸을 척,11,4급,종
歲,해 세,止,그칠 지,13,준5급,세
領,거느릴 령,頁,머리 혈,14,5급,령
和,화할 화,口,입 구,8,준6급,화
圓,둥글 원,囗,에워쌀 위|나라 국,13,준4급,원
施,베풀 시,方,모 방,9,준4급,시
好,좋을 호,女,계집 녀,6,준4급,호
暇,틈/겨를 가,日,날 일,13,4급,가
伏,엎드릴 복,人,사람 인,6,4급,복
琴,거문고 금,玉,구슬 옥,12,준3급,금
遊,놀 유,辵,쉬엄쉬엄갈 착,13,4급,유
押,누를 압,手,손 수,8,3급,압
頂,정수리 정,頁,머리 혈,11,준3급,정
攻,칠 공,攴,칠 복,7,4급,공
待,기다릴 대,彳,조금걸을 척,9,6급,대
齊,가지런할 제,齊,가지런할 제,14,준3급,제
亦,또 역,亠,돼지해머리 두,6,준3급,역
肩,어깨 견,肉,고기 육,8,3급,견
抽,뽑을 추,手,손 수,8,3급,추
廳,관청 청,广,집 엄,25,4급,청
音,소리 음,音,소리 음,9,준6급,음
遲,더딜/늦을 지,辵,쉬엄쉬엄갈 착,16,3급,지
廟,사당 묘,广,집 엄,15,3급,묘
拂,떨칠 불,手,손 수,8,준3급,불
審,살필 심,宀,집 면,15,준3급,심
紋,무늬 문,糸,실 사|가는실 멱,10,준3급,문
谷,골 곡,谷,골 곡,7,준3급,곡
年,해 년,干,방패 간,6,8급,년
組,짤 조,糸,실 사|가는실 멱,11,4급,조
死,죽을 사,歹,뼈앙상할 알|나쁠 대,6,6급,사
稱,일컬을 칭,禾,벼 화,14,4급,칭
沒,빠질 몰,水,물 수,7,준3급,몰
汝,너 여,水,물 수,6,3급,여
譜,족보 보,言,말씀 언,19,준3급,보
滴,물방울 적,水,물 수,14,3급,적
返,돌이킬 반,辵,쉬엄쉬엄갈 착,8,3급,반
告,고할 고,口,입 구,7,준5급,고
伐,칠 벌,人,사람 인,6,준4급,벌
卷,책 권,卩,병부 절,8,4급,권
算,셈 산,竹,대 죽,14,7급,산
菜,나물 채,艸,풀 초,12,준3급,채
蘇,되살아날 소,艸,풀 초,20,준3급,소
閑,한가할 한,門,문 문,12,4급,한
聞,들을 문,耳,귀 이,14,준6급,문
辭,말씀 사,辛,매울 신,19,4급,사
鮮,고울 선,魚,고기/물고기 어,17,준5급,선
苟,진실로/구차할 구,艸,풀 초,9,3급,구
加,더할 가,力,힘 력,5,5급,가
交,사귈 교,亠,돼지해머리 두,6,6급,교
粉,가루 분,米,쌀 미,10,4급,분
幅,폭 폭,巾,수건 건,12,3급,폭
僚,동료 료,人,사람 인,14,3급,료
板,널 판,木,나무 목,8,5급,판
安,편안 안,宀,집 면,6,준7급,안
占,점령할/점칠 점,卜,점 복,5,4급,점
煙,연기 연,火,불 화,13,준4급,연
窮,다할/궁할 궁,穴,굴 혈,15,4급,궁
認,알 인,言,말씀 언,14,준4급,인
賓,손 빈,貝,조개 패,14,3급,빈
慙,부끄러워할 참,心,마음 심,15,3급,참
未,아닐 미,木,나무 목,5,준4급,미
況,상황 황,水,물 수,8,4급,황
面,낯 면,面,낯 면,9,7급,면
請,청할 청,言,말씀 언,15,준4급,청
乃,이에 내,丿,삐침 별,2,3급,내
戶,집 호,戶,집 호,4,준4급,호
四,넉 사,囗,에워쌀 위|나라 국,5,8급,사
巧,공교할 교,工,장인 공,5,준3급,교
劍,칼 검,刀,칼 도,15,준3급,검
殉,따라죽을 순,歹,뼈앙상할 알|나쁠 대,10,3급,순
戒,경계할 계,戈,창 과,7,4급,계
熟,익을 숙,火,불 화,15,준3급,숙
迷,미혹할 미,辵,쉬엄쉬엄갈 착,10,3급,미
鑛,쇳돌 광,金,쇠 금|성 김,23,4급,광
小,작을 소,小,작을 소,3,8급,소
黑,검을 흑,黑,검을 흑,12,5급,흑
良,어질 량,艮,괘이름 간,7,준5급,량
洗,씻을 세,水,물 수,9,준5급,세
計,셀 계,言,말씀 언,9,준6급,계
詳,자세할 상,言,말씀 언,13,준3급,상
眠,잘 면,目,눈 목,10,준3급,면
臥,누울 와,臣,신하 신,8,3급,와
隊,무리 대,阜,언덕 부,12,준4급,대
用,쓸 용,用,쓸 용,5,준6급,용
鬪,싸움 투,鬥,싸울 투,20,4급,투
千,일천 천,十,열 십,3,7급,천
狂,미칠 광,犬,개 견,7,준3급,광
祕,숨길 비,示,보일 시,10,4급,비
漏,샐 루,水,물 수,14,준3급,루
力,힘 력,力,힘 력,2,준7급,력
析,쪼갤 석,木,나무 목,8,3급,석
其,그 기,八,여덟 팔,8,준3급,기
裂,찢어질 렬,衣,옷 의,12,준3급,렬
舌,혀 설,舌,혀 설,6,4급,설
遞,갈릴 체,辵,쉬엄쉬엄갈 착,14,3급,체
耐,견딜 내,而,말이을 이,9,준3급,내
申,납 신,田,밭 전,5,준4급,신
吐,토할 토,口,입 구,6,준3급,토
項,항목 항,頁,머리 혈,12,준3급,항
副,버금 부,刀,칼 도,11,준4급,부
熱,더울 열,火,불 화,15,5급,열
共,한가지 공,八,여덟 팔,6,준6급,공
點,점 점,黑,검을 흑,17,4급,점
譯,번역할 역,言,말씀 언,20,준3급,역
無,없을 무,火,불 화,12,5급,무
到,이를 도,刀,칼 도,8,준5급,도
贈,줄 증,貝,조개 패,19,3급,증
銅,구리 동,金,쇠 금|성 김,14,준4급,동
俱,함께 구,人,사람 인,10,3급,구
委,맡길 위,女,계집 녀,8,4급,위
鴻,기러기 홍,鳥,새 조,17,3급,홍
走,달릴 주,走,달릴 주,7,준4급,주
第,차례 제,竹,대 죽,11,준6급,제
現,나타날 현,玉,구슬 옥,11,준6급,현
牽,이끌/끌 견,牛,소 우,11,3급,견
麻,삼 마,麻,삼 마,11,준3급,마
夫,지아비 부,大,큰 대,4,7급,부
昔,예 석,日,날 일,8,3급,석
羊,양 양,羊,양 양,6,준4급,양
性,성품 성,心,마음 심,8,준5급,성
雜,섞일 잡,隹,새 추,18,4급,잡
匹,짝 필,匸,감출 혜,4,3급,필
禪,선 선,示,보일 시,17,준3급,선
偏,치우칠 편,人,사람 인,11,준3급,편
旱,가물 한,日,날 일,7,3급,한
功,공 공,力,힘 력,5,준6급,공
尤,더욱 우,尢,절름발이 왕,4,3급,우
含,머금을 함,口,입 구,7,준3급,함
液,진 액,水,물 수,11,준4급,액
燈,등 등,火,불 화,16,준4급,등
飯,밥 반,食,밥/먹을 식,13,준3급,반
央,가운데 앙,大,큰 대,5,준3급,앙
書,글 서,曰,가로 왈,10,준6급,서
識,알 식,言,말씀 언,19,준5급,식
緖,실마리 서,糸,실 사|가는실 멱,15,준3급,서
高,높을 고,高,높을 고,10,준6급,고
詐,속일 사,言,말씀 언,12,3급,사
仰,우러를 앙,人,사람 인,6,준3급,앙
賜,줄 사,貝,조개 패,15,3급,사
某,아무 모,木,나무 목,9,3급,모
榮,영화 영,木,나무 목,14,준4급,영
染,물들 염,木,나무 목,9,준3급,염
映,비칠 영,日,날 일,9,4급,영
帝,임금 제,巾,수건 건,9,4급,제
鳴,울 명,鳥,새 조,14,4급,명
水,물 수,水,물 수,4,8급,수
均,고를 균,土,흙 토,7,4급,균
守,지킬 수,宀,집 면,6,준4급,수
讓,사양할 양,言,말씀 언,24,준3급,양
孰,누구 숙,子,아들 자,11,3급,숙
連,이을 련,辵,쉬엄쉬엄갈 착,11,준4급,련
値,값 치,人,사람 인,10,준3급,치
先,먼저 선,儿,어진사람 인,6,8급,선
享,누릴 향,亠,돼지해머리 두,8,3급,향
慶,경사 경,心,마음 심,15,준4급,경
髮,터럭 발,髟,늘어질 표,15,4급,발
頭,머리 두,頁,머리 혈,16,6급,두
疲,피곤할 피,疒,병들어기댈 녁,10,4급,피
言,말씀 언,言,말씀 언,7,6급,언
池,못 지,水,물 수,6,준3급,지
鹿,사슴 록,鹿,사슴 록,11,3급,록
興,일 흥,臼,절구 구,16,준4급,흥
符,부호 부,竹,대 죽,11,준3급,부
層,층 층,尸,주검 시,15,4급,층
否,아닐 부,口,입 구,7,4급,부
募,모을/뽑을 모,力,힘 력,13,3급,모
壓,누를 압,土,흙 토,17,준4급,압
處,곳 처,虍,호피무늬 호,11,준4급,처
刀,칼 도,刀,칼 도,2,준3급,도
苦,쓸 고,艸,풀 초,9,6급,고
邪,간사할 사,邑,고을 읍,7,준3급,사
際,즈음/가 제,阜,언덕 부,14,준4급,제
企,꾀할 기,人,사람 인,6,준3급,기
財,재물 재,貝,조개 패,10,준5급,재
山,메 산,山,메 산,3,8급,산
弔,조상할 조,弓,활 궁,4,3급,조
銘,새길 명,金,쇠 금|성 김,14,준3급,명
亥,돼지 해,亠,돼지해머리 두,6,3급,해
拙,졸할 졸,手,손 수,8,3급,졸
梅,매화 매,木,나무 목,11,준3급,매
惑,미혹할 혹,心,마음 심,12,준3급,혹
器,그릇 기,口,입 구,16,준4급,기
穀,곡식 곡,禾,벼 화,15,4급,곡
閣,집 각,門,문 문,14,준3급,각
木,나무 목,木,나무 목,4,8급,목
示,보일 시,示,보일 시,5,5급,시
川,내 천,巛,내 천,3,7급,천
宮,집 궁,宀,집 면,10,준4급,궁
霜,서리 상,雨,비 우,17,준3급,상
造,지을 조,辵,쉬엄쉬엄갈 착,11,준4급,조
借,빌/빌릴 차,人,사람 인,10,준3급,차
冒,무릅쓸 모,冂,멀 경,9,3급,모
罪,허물 죄,网,그물 망,13,5급,죄
忠,충성 충,心,마음 심,8,준4급,충
倉,곳집 창,人,사람 인,10,준3급,창
賣,팔 매,貝,조개 패,15,5급,매
杯,잔 배,木,나무 목,8,3급,배
儒,선비 유,人,사람 인,16,4급,유
怠,게으를 태,心,마음 심,9,3급,태
逃,도망할 도,辵,쉬엄쉬엄갈 착,10,4급,도
始,비로소 시,女,계집 녀,8,준6급,시
爆,불터질 폭,火,불 화,19,4급,폭
宙,집 주,宀,집 면,8,준3급,주
友,벗 우,又,또 우,4,준5급,우
召,부를 소,口,입 구,5,3급,소
耕,밭갈 경,耒,가래 뢰,10,준3급,경
弊,폐단/해질 폐,廾,받들 공,15,준3급,폐
燕,제비 연,火,불 화,16,준3급,연
刑,형벌 형,刀,칼 도,6,4급,형
竝,나란히 병,立,설 립,10,3급,병
完,완전할 완,宀,집 면,7,5급,완
岳,큰산 악,山,메 산,8,3급,악
棄,버릴 기,木,나무 목,12,3급,기
垂,드리울 수,土,흙 토,8,준3급,수
窓,창 창,穴,굴 혈,11,준6급,창
諾,허락할 낙,言,말씀 언,16,준3급,낙
敏,민첩할 민,攴,칠 복,11,3급,민
早,이를 조,日,날 일,6,준4급,조
豚,돼지 돈,豕,돼지 시,11,3급,돈
普,넓을 보,日,날 일,12,4급,보
洪,넓을 홍,水,물 수,9,준3급,홍
還,돌아올 환,辵,쉬엄쉬엄갈 착,17,준3급,환
却,물리칠 각,卩,병부 절,7,3급,각
枯,마를 고,木,나무 목,9,3급,고
幣,화폐 폐,巾,수건 건,15,3급,폐
抱,안을 포,手,손 수,8,3급,포
顔,낯 안,頁,머리 혈,18,준3급,안
包,쌀 포,勹,쌀 포,5,준4급,포
話,말씀 화,言,말씀 언,13,준7급,화
俗,풍속 속,人,사람 인,9,준4급,속
擁,낄 옹,手,손 수,16,3급,옹
左,왼 좌,工,장인 공,5,준7급,좌
枕,베개 침,木,나무 목,8,3급,침
瞬,눈깜짝일 순,目,눈 목,17,준3급,순
義,옳을 의,羊,양 양,13,준4급,의
貿,무역할 무,貝,조개 패,12,준3급,무
芳,꽃다울 방,艸,풀 초,8,준3급,방
郞,사내 랑,邑,고을 읍,10,준3급,랑
桃,복숭아 도,木,나무 목,10,준3급,도
衡,저울대 형,行,다닐 행|항렬 항,16,준3급,형
因,인할 인,囗,에워쌀 위|나라 국,6,5급,인
回,돌아올 회,囗,에워쌀 위|나라 국,6,준4급,회
適,맞을 적,辵,쉬엄쉬엄갈 착,15,4급,적
素,본디/흴 소,糸,실 사|가는실 멱,10,준4급,소
郊,들 교,邑,고을 읍,9,3급,교
略,간략할/약할 략,田,밭 전,11,4급,략
嫌,싫어할 혐,女,계집 녀,13,3급,혐
謠,노래 요,言,말씀 언,17,준4급,요
祈,빌 기,示,보일 시,9,준3급,기
雪,눈 설,雨,비 우,11,준6급,설
屬,붙일 속,尸,주검 시,21,4급,속
仕,섬길 사,人,사람 인,5,준5급,사
存,있을 존,子,아들 자,6,4급,존
近,가까울 근,辵,쉬엄쉬엄갈 착,8,6급,근
稿,원고/볏짚 고,禾,벼 화,15,준3급,고
模,본뜰 모,木,나무 목,15,4급,모
拳,주먹 권,手,손 수,10,준3급,권
署,마을 서,网,그물 망,14,준3급,서
幹,줄기 간,干,방패 간,13,준3급,간
夜,밤 야,夕,저녁 석,8,6급,야
滯,막힐 체,水,물 수,14,준3급,체
促,재촉할 촉,人,사람 인,9,준3급,촉
那,어찌 나,邑,고을 읍,7,3급,나
格,격식 격,木,나무 목,10,준5급,격
藏,감출 장,艸,풀 초,18,준3급,장
壤,흙덩이 양,土,흙 토,20,준3급,양
侍,모실 시,人,사람 인,8,준3급,시
平,평평할 평,干,방패 간,5,준7급,평
字,글자 자,子,아들 자,6,7급,자
背,등 배,肉,고기 육,9,준4급,배
暗,어두울 암,日,날 일,13,준4급,암
混,섞일 혼,水,물 수,11,4급,혼
保,지킬 보,人,사람 인,9,준4급,보
陷,빠질 함,阜,언덕 부,11,준3급,함
頗,자못 파,頁,머리 혈,14,3급,파
徹,통할 철,彳,조금걸을 척,15,준3급,철
奉,받들 봉,大,큰 대,8,준5급,봉
移,옮길 이,禾,벼 화,11,준4급,이
觀,볼 관,見,볼 견|뵈올 현,25,준5급,관
重,무거울 중,里,마을 리,9,7급,중
鎭,진압할 진,金,쇠 금|성 김,18,준3급,진
罷,마칠 파,网,그물 망,15,3급,파
貴,귀할 귀,貝,조개 패,12,5급,귀
歌,노래 가,欠,하품 흠,14,7급,가
磨,갈 마,石,돌 석,16,준3급,마
骨,뼈 골,骨,뼈 골,10,4급,골
校,학교 교,木,나무 목,10,8급,교
穴,굴 혈,穴,굴 혈,5,준3급,혈
勵,힘쓸 려,力,힘 력,17,준3급,려
藥,약 약,艸,풀 초,19,준6급,약
任,맡길 임,人,사람 인,6,준5급,임
靑,푸를 청,靑,푸를 청,8,8급,청
警,깨우칠 경,言,말씀 언,20,준4급,경
替,바꿀 체,曰,가로 왈,12,3급,체
貢,바칠 공,貝,조개 패,10,준3급,공
厥,그 궐,厂,기슭 한,12,3급,궐
姓,성 성,女,계집 녀,8,준7급,성
胡,되 호,肉,고기 육,9,준3급,호
爵,벼슬 작,爪,손톱 조,18,3급,작
入,들 입,入,들 입,2,7급,입
納,들일 납,糸,실 사|가는실 멱,10,4급,납
屈,굽힐 굴,尸,주검 시,8,4급,굴
違,어긋날 위,辵,쉬엄쉬엄갈 착,13,3급,위
汗,땀 한,水,물 수,6,준3급,한
解,풀 해,角,뿔 각,13,준4급,해
織,짤 직,糸,실 사|가는실 멱,18,4급,직
花,꽃 화,艸,풀 초,8,7급,화
生,날 생,生,날 생,5,8급,생
港,항구 항,水,물 수,12,준4급,항
羅,벌릴 라,网,그물 망,19,준4급,라
乘,탈 승,丿,삐침 별,10,준3급,승
敎,가르칠 교,攴,칠 복,11,8급,교
調,고를 조,言,말씀 언,15,준5급,조
硏,갈 연,石,돌 석,11,준4급,연
錢,돈 전,金,쇠 금|성 김,16,4급,전
再,두 재,冂,멀 경,6,5급,재
奮,떨칠 분,大,큰 대,16,준3급,분
致,이를 치,至,이를 지,10,5급,치
複,겹칠 복,衣,옷 의,14,4급,복
兵,병사 병,八,여덟 팔,7,준5급,병
局,판 국,尸,주검 시,7,준5급,국
糾,얽을 규,糸,실 사|가는실 멱,8,3급,규
舊,예 구,臼,절구 구,18,준5급,구
述,펼 술,辵,쉬엄쉬엄갈 착,9,준3급,술
虛,빌 허,虍,호피무늬 호,12,준4급,허
睦,화목할 목,目,눈 목,13,준3급,목
汽,물끓는김 기,水,물 수,7,5급,기
